COUNTY,RACE,YEAR,POP
Union,NHNA,2012,16
Union,NHNA,2013,15
Union,NHNA,2014,15
Union,NHNA,2015,15
Union,NHNA,2016,13
Union,NHNA,2017,14
Union,NHNA,2018,20
Union,NHNA,2019,16
Union,NHNA,2020,27
Union,NHNA,2021,13
Union,NHNA,2022,12
Union,NHNA,2023,17
Union,NHTOM,2010,1287
Union,NHTOM,2011,661
Union,NHTOM,2012,686
Union,NHTOM,2013,730
Union,NHTOM,2014,721
Union,NHTOM,2015,724
Union,NHTOM,2016,761
Union,NHTOM,2017,830
Union,NHTOM,2018,889
Union,NHTOM,2019,922
Union,NHTOM,2020,1993
Union,NHTOM,2021,1065
Union,NHTOM,2022,1151
Union,NHTOM,2023,1244
Union,NHWA,2010,96616
Union,NHWA,2011,48812
Union,NHWA,2012,48561
Union,NHWA,2013,48976
Union,NHWA,2014,49047
Union,NHWA,2015,49365
Union,NHWA,2016,50240
Union,NHWA,2017,51138
Union,NHWA,2018,51632
Union,NHWA,2019,52348
Union,NHWA,2020,108173
Union,NHWA,2021,56641
Union,NHWA,2022,57645
Union,NHWA,2023,59061
Union,TOM,2010,1343
Union,TOM,2011,689
Union,TOM,2012,723
Union,TOM,2013,771
Union,TOM,2014,769
Union,TOM,2015,772
Union,TOM,2016,815
Union,TOM,2017,893
Union,TOM,2018,961
Union,TOM,2019,1008
Union,TOM,2020,2173
Union,TOM,2021,1154
Union,TOM,2022,1256
Union,TOM,2023,1352
Union,TOT,2010,104852
Union,TOT,2011,53101
Union,TOT,2012,52798
Union,TOT,2013,53440
Union,TOT,2014,53782
Union,TOT,2015,54394
Union,TOT,2016,55601
Union,TOT,2017,56842
Union,TOT,2018,57836
Union,TOT,2019,59054
Union,TOT,2020,123106
Union,TOT,2021,65106
Union,TOT,2022,66876
Union,TOT,2023,69637
Union,WA,2010,97772
Union,WA,2011,49413
Union,WA,2012,49184
Union,WA,2013,49626
Union,WA,2014,49745
Union,WA,2015,50112
Union,WA,2016,50972
Union,WA,2017,51916
Union,WA,2018,52510
Union,WA,2019,53355
Union,WA,2020,110642
Union,WA,2021,58273
Union,WA,2022,59556
Union,WA,2023,61335
